id,question
342,Какова ответственность за неисполнение обязанностей по покупке энергии от возобновляемых источников для малого предпринимательства?
342,Какой штраф предусмотрен за нарушение порядка подключения объектов к сетям при использовании возобновляемых источников энергии для среднего предпринимательства?
342,Какие последствия наступают за повторное нарушение законодательства в области поддержки использования возобновляемых источников энергии в течение года?
342,Какой максимальный штраф может быть наложен на крупное предпринимательство за ненадлежащее исполнение обязанностей в области возобновляемых источников энергии?
342,Что включает в себя нарушение законодательства в области поддержки использования возобновляемых источников энергии в Казахстане?
343,"Какое наказание предусмотрено за повреждение тепловых сетей, если не было угрозы для здоровья людей?"
343,Какой размер штрафа для физических лиц за повреждение тепловых сетей?
343,Какой штраф должен заплатить субъект малого предпринимательства за указанное нарушение?
343,Какой максимальный штраф предусмотрен для крупных предприятий за повреждение тепловых сетей?
343,Как изменения в статью 305 связаны с законом от 11.07.17 г. № 89-VI?
344,Каковы последствия за производство работ в охранных зонах линий электрических и тепловых сетей без согласования?
344,"Какой штраф установлен для физических лиц за нарушения, связанные с охранными зонами объектов систем газоснабжения?"
344,Какой размер штрафа для субъектов малого предпринимательства за работы в охранных зонах?
344,"Что включают в себя работы, запрещенные в охранных зонах линий электрических и тепловых сетей?"
344,Какой штраф предусмотрен для крупных предпринимателей за нарушения в охранных зонах?
345,Какой штраф предусмотрен за нарушение требований по безопасности эксплуатации газопотребляющих систем физическими лицами?
345,Какой размер штрафа на субъекты малого предпринимательства за повторное нарушение требований по безопасности использования газа в течение года?
345,Какое наказание предусмотрено за самовольное возобновление подачи газов для физических лиц?
345,Какой штраф грозит субъектам крупного предпринимательства за нарушение безопасности эксплуатации объектов систем газоснабжения?
345,Каковы размеры штрафов для субъектов среднего предпринимательства за повторные нарушения требований по безопасности эксплуатации в течение года?
346,Какие меры необходимо принять для обеспечения подготовленности резервного топливного хозяйства?
346,Каковы последствия за непринятие мер к обеспечению подготовленности резервного топливного хозяйства?
346,Какой размер штрафа предусмотрен за неподготовленность газопотребляющих систем?
346,К каким категориям потребителей относится резервное топливное хозяйство согласно статье 307?
346,Когда была изменена редакция заголовка статьи 307?
347,Какой размер штрафа предусмотрен для физических лиц за повреждение нефтепроводов и газопроводов?
347,Какие действия приводят к штрафам согласно статье 308?
347,Какой штраф грозит субъектам малого предпринимательства за повторное нарушение в течение года?
347,Какие изменения были внесены в статью 308 согласно закону РК от 28.12.17 г.?
347,Каковы размеры штрафов для субъектов крупного предпринимательства за первичное и повторное нарушение?
348,Каковы последствия за раскопку дворов без разрешения согласно статье 309?
348,Какой штраф налагается на физических лиц за повреждение территорий при строительных работах?
348,Каковы меры ответственности для субъектов малого предпринимательства за непринятие мер по приведению в порядок строительных площадок?
348,На какую сумму могут быть оштрафованы субъекты крупного предпринимательства при нарушении статьи 309?
348,С каких дат будут вводиться новые статьи 309-1 и 309-2 в главу 18?
349,Какое наказание предусмотрено за реализацию проекта в области космической деятельности без положительного заключения экспертизы?
349,Что грозит за запуск космического объекта без согласия Правительства Республики Казахстан?
349,Какие действия являются нарушениями в отношении государственной регистрации космического объекта?
349,Какое финансовое наказание ожидает физических лиц за создание угрозы жизни и здоровью людей при космической деятельности?
349,Каковы последствия за повторные нарушения законодательства в области космической деятельности в течение года?
350,Каковы штрафы для физических лиц за нарушение правил создания и эксплуатации космических систем в Казахстане?
350,"Что произойдет, если организация не устранит нарушения после истечения срока приостановления действия лицензии?"
350,Какой максимальный размер штрафа может быть назначен субъектам крупного предпринимательства за эксплуатацию космической системы?
350,"Какие последствия могут возникнуть для персонажа, если его космическая система превышает допустимые значения воздействия на окружающую среду?"
350,На сколько месяцев может быть приостановлена лицензия на использование космического пространства за нарушения?
351,Каковы штрафы за выполнение строительных работ с нарушением законодательства Республики Казахстан согласно статье 312?
351,Какой размер штрафа на должностных лиц при нарушении требований законодательства в сфере строительства?
351,Какое наказание предусмотрено за повторные нарушения в течение года по статье 312?
351,Что происходит с субъектами малого предпринимательства при многократных нарушениях требований в сфере архитектурной деятельности?
351,Каковы штрафы для крупных предпринимателей за строительство с нарушением государственных нормативов в сфере градостроительства?
352,Что произойдет в случае нарушения строительных норм и проектных документов при проведении строительных работ?
352,"Каковы размеры штрафов для различных субъектов предпринимательства за нарушения, указанные в статье 313?"
352,Какие последствия предусмотрены в случае потери прочности или устойчивости зданий?
352,Как изменились требования к штрафам с введением Закона РК от 05.10.18 г. № 184-VI?
352,Какова ответственность должностных лиц за нарушение строительных норм согласно статье 313?
353,"Каковы последствия для должностных лиц, если строительные работы выполнялись без утвержденной проектной документации?"
353,Какой штраф предусмотрен для субъектов малого предпринимательства за нарушения в строительстве?
353,"Что произойдет, если аналогичное правонарушение будет совершено повторно в течение года?"
353,Какой штраф назначается для субъектов крупного предпринимательства в случае повторных нарушений?
353,Какие требования исключаются из данной статьи при проведении строительных работ?
354,Каковы последствия нарушения правил оформления исполнительной технической документации согласно статье 315?
354,"Какие штрафы предусмотрены для должностных лиц за нарушение требований, указанных в статье 315?"
354,Сколько составляет штраф для субъектов малого предпринимательства за нарушение правил оформления исполнительной технической документации?
354,Какие категории предприятий упоминаются в статье 315 и какие штрафы для них предусмотрены?
354,Когда вступили в силу изменения в заголовок статьи 316 согласно статье 315?
355,Какие действия в области строительства могут привести к штрафам согласно статье 316?
355,Каковы размеры штрафов для физических и должностных лиц за нарушение статьи 316?
355,"Что произойдет, если нарушение статьи 316 будет повторено в течение года после наложения штрафа?"
355,В каких случаях можно избежать штрафов при строительстве по статье 316?
355,Какой закон внес изменения в часть 1 статьи 316 и когда они вступили в силу?
356,"Какие последствия наступают для лиц, осуществляющих авторский надзор, в случае выявления несоответствий в выполненных строительно-монтажных работах?"
356,"Какой штраф предусмотрен для экспертов, которые выдали положительное заключение на проектную документацию, не соответствующую законодательству Республики Казахстан?"
356,"Что грозит техническим надзорам за нарушения качества, сроков или приемки выполненных работ на стадии реализации проекта?"
356,Какие меры ответственности предусмотрены за выдачу недостоверных данных при техническом обследовании зданий и сооружений?
356,"Каково наказание за повторные нарушения, совершенные в течение года после наложения административного взыскания?"
357,Какие виды инжиниринговых услуг и экспертных работ регулируются статьей 317-1?
357,"Что произойдет, если аккредитованное юридическое лицо нарушит законодательство при осуществлении инжиниринговых услуг?"
357,Каковы штрафы для юридических лиц за несоответствие квалификационным требованиям?
357,"Какие конкретные нарушения прописаны в статье 317-1, касающиеся проектной документации?"
357,"Что произойдет, если нарушения будут зафиксированы повторно в течение года?"
358,Каковы штрафы для юридических лиц за аттестацию инженерно-технических работников с нарушением законодательства Республики Казахстан?
358,Что происходит при повторном нарушении аттестации в течение года после административного взыскания?
358,Каковы размеры штрафов за первичное и повторное нарушение в области аттестации инженерно-технических работников?
358,Какой закон регулирует аттестацию инженерно-технических работников в Казахстане?
358,Что ожидает юридическое лицо при лишении свидетельства об аккредитации?
359,Какое наказание предусмотрено для физических лиц за нарушение порядка приемки объектов в эксплуатацию?
359,Сколько составит штраф для субъектов среднего предпринимательства при нарушении установленного порядка приемки?
359,Что охватывает статья 318 главы 20 в контексте архитектурно-строительной деятельности?
359,Какой размер штрафа установлен для должностных лиц за нарушение требований при вводе объектов в эксплуатацию?
359,Какие организации подпадают под штраф в размере ста двадцати месячных расчетных показателей?
360,Какой штраф предусмотрен для физических лиц за незаконное строительство?
360,Какой размер штрафа налагается на малый бизнес за незаконное строительство?
360,Какой штраф должен уплатить субъект среднего предпринимательства за незаконное строительство?
360,Какие последствия могут ожидать должностные лица за строительство без права на землю?
360,Что может быть сделано с незаконно возведённым строением согласно статье 319?
361,Какое административное наказание предусмотрено за нарушение требований законодательства о долевом участии в жилищном строительстве застройщиком?
361,Каков размер штрафа для юридических лиц за непредставление информации местным исполнительным органам?
361,Что происходит при повторном нарушении требований в течение года после наложения административного взыскания?
361,Какие последствия влекут нарушения сроков открытия текущих счетов на объект кондоминиума?
361,Какой штраф применяется за повторное нарушение сроков представления отчетов управляющим многоквартирным домом?
362,Какие штрафы предусмотрены за осуществление строительства без технического и авторского надзора?
362,Какой размер штрафа для физических лиц за строительство без надзора?
362,Какова ответственность для субъектов малого предпринимательства за нарушение статьи 321?
362,С какого года вступили в силу изменения заголовка статьи 322?
362,Каково максимальное наказание для субъектов крупного предпринимательства за строительство без надзора?
363,Какой штраф предусмотрен за незаконные переоборудование и перепланировку жилых и нежилых помещений без соответствующего проекта?
363,"Какой размер штрафа будет наложен на должностных лиц за действия, повлекшие полную потерю прочности здания?"
363,Что подразумевается под административным правонарушением в области строительства согласно статье 322?
363,"Какие последствия влекут действия, которые могут привести к разрушению здания?"
363,"Какое определение дается понятиям прочности, устойчивости и надежности в контексте данной статьи?"
364,Какие объекты подлежат штрафам за эксплуатацию без введения в эксплуатацию?
364,Какой размер штрафа для физических лиц за эксплуатацию не введенных объектов?
364,Каковы последствия для субъектов малого предпринимательства за использование не введенных в эксплуатацию комплексов?
364,"С какого времени вступили в силу изменения, внесенные в статью 323?"
364,Что предусмотрено для субъектов крупного предпринимательства за эксплуатацию объектов без надлежащего оформления?
365,Каковы штрафы для должностных лиц за нарушение законодательства в сфере градостроительной деятельности?
365,Что подразумевается под ненадлежащим выполнением требований местных исполнительных органов?
365,Какова сумма штрафа за повторное нарушение в течение года после предыдущего административного взыскания?
365,К каким требованиям не применяются установленные технические регламенты в контексте статьи 323-1?
365,Какое законодательство регулирует действия местных исполнительных органов в области архитектуры и градостроительства?
366,Каковы штрафы за нарушение санитарно-эпидемиологических и экологических требований согласно статье 324?
366,Какие изменения в части 1 статьи 324 были внесены согласно Закону РК от 02.01.21 г.?
366,Какое наказание предусмотрено за дачу указаний на превышение норм санитарных требований?
366,Кто несет ответственность за нарушения норм охраны окружающей среды в соответствии с статьей 324?
366,С какого числа вступили в силу изменения в статье 324?
367,Каков размер штрафа для физических лиц за нарушение требований экологического контроля?
367,Какой штраф предусмотрен для должностных лиц и субъектов малого предпринимательства?
367,Каков размер штрафа для субъектов среднего предпринимательства?
367,Какой штраф полагается субъектам крупного предпринимательства за нарушение экологических норм?
367,С какой даты вступило в силу изменение в статью 326?
368,Какой штраф предусмотрен для должностных лиц за невыполнение условий экологического разрешения?
368,Какой штраф налагается на субъекты крупного предпринимательства за повторное нарушение условий экологического разрешения в течение трех лет?
368,"Что происходит, если действие экологического разрешения приостановлено и нарушения не устранены в установленный срок?"
368,"Какой размер штрафа за нарушение условий экологического разрешения, сопряженный с экологическим ущербом для субъектов среднего предпринимательства?"
368,"Какова ответственность за нарушения условий экологического разрешения, если за отдельное нарушение не предусмотрена ответственность в других статьях?"
369,Какова история изменения статьи 327 в Глава 21?
369,"Когда вступили в силу изменения, касающиеся статьи 327?"
369,Какое новое положение введено вместо статьи 327?
369,Что подразумевает закон РК от 02.01.21 г. № 403-VI?
369,Когда была добавлена статья 327-1 в Глава 21?
370,Каковы штрафы за непредставление обязательных сведений по экологическому законодательству в Казахстане?
370,Каковы последствия повторного нарушения требований по представлению обязательных сведений в течение года?
370,Какой штраф ожидает организацию за представление недостоверных обязательных сведений?
370,"Что произойдет, если субъект крупного предпринимательства нарушит закон в течение трех лет после наложения административного взыскания?"
370,Каковы размеры штрафов за несвоевременное представление обязательных сведений для физического лица и крупных предпринимателей?
371,Какой штраф налагается на физических лиц за ненадлежащее проведение ремедиации экологического ущерба?
371,Какой размер штрафа предусмотрен для должностных лиц и субъектов малого предпринимательства в случае ненадлежащего проведения ремедиации?
371,Каков штраф за непроведение ремедиации экологического ущерба и какие последствия это влечет?
371,Что происходит с экологическим разрешением при непроведении ремедиации?
371,Какие изменения были внесены в статью 328 согласно Закону РК от 28.12.17 г. № 127-VI?
372,Какой штраф предусмотрен за превышение технологических нормативов выбросов для физических лиц?
372,"Что произойдет, если нарушение будет повторено на том же источнике эмиссий в течение года?"
372,Какую ответственность несет юридическое лицо за систематическое превышение нормативов эмиссий в течение года?
372,Какие штрафы грозят за антропогенное воздействие на окружающую среду без обязательного экологического разрешения?
372,Каков размер штрафа за представление недостоверной декларации о воздействии на окружающую среду?
373,Какой штраф налагается на оператора установки за превышение объема квоты на выбросы парниковых газов?
373,"Какова сумма штрафа за каждую единицу квоты, превышающую установленный объем?"
373,Какие единицы могут компенсировать превышение объема квоты на выбросы парниковых газов?
373,Какой закон регулирует доработанные редакции статьи 330?
373,Кому налагается штраф за превышение квоты на выбросы парниковых газов?
374,Какое наказание предусмотрено за представление недостоверных данных о валидации и верификации?
374,Какой размер штрафа применяется к субъектам малого предпринимательства за недостоверные данные?
374,Что ожидает субъектов среднего предпринимательства за предоставление неверной информации?
374,Какие последствия могут быть для крупных предпринимателей при представлении недостоверных данных?
374,Когда вступило в силу новое пособие изменений в статью 330?
375,Какой штраф предусмотрен для физических лиц за нарушение правил эксплуатации или использование неисправных оборудования для охраны атмосферного воздуха?
375,Какой штраф наложен на субъектов крупного предпринимательства за повторное нарушение в течение трех лет?
375,"Что случится, если неиспользуются сооружения для очистки и контроля выбросов загрязняющих веществ?"
375,Какой штраф за повторное неиспользование оборудования для очистки в течение года для должностных лиц?
375,Каковы последствия для субъектов крупного предпринимательства в случае повторного нарушения в отношении источника эмиссий?
376,Какой штраф предусмотрен для физических лиц за невыполнение требований экологической экспертизы в Казахстане?
376,Какой размер штрафа может получить субъект малого предпринимательства за финансирование проектов без экологической экспертизы?
376,Каковы размеры штрафов за невыполнение требований заключения экологической экспертизы для субъектов крупного предпринимательства?
376,"Что произойдет, если не будет выполнено законодательство о государственной экологической экспертизе?"
376,Какой штраф накладывается на должностные лица за невыполнение требований государственной экологической экспертизы?
377,Каков размер штрафа для должностных лиц в случае выпуска автомобиля с превышением нормативов загрязняющих веществ?
377,Какой будет штраф для субъектов среднего предпринимательства при повторном нарушении в течение года?
377,Каков уровень штрафа для субъектов крупного предпринимательства за первый случай нарушения?
377,Есть ли исключения для выпуска в эксплуатацию транспортных средств при превышении норм загрязняющих веществ?
377,С какого числа вступили в силу изменения в часть 1 статьи 333?
378,Какие санкции предусмотрены за эксплуатацию транспортных средств с превышением норм загрязнения?
378,Какой размер штрафа для физических лиц за первое нарушение данного закона?
378,"Что произойдет, если технические нормы будут нарушены повторно в течение года?"
378,Какой штраф ожидает юридические лица за повторное нарушение нормы?
378,На кого накладываются предупреждения или штрафы в случае превышения установленных нормативов?
379,"Какова дата вступления в силу изменений, касающихся статьи 335?"
379,Какой закон исключает статью 335 и когда он был принят?
379,Что произошло с статьей 336 в соответствии с законом от 02.01.21 г. № 403-VI?
379,Когда именно статья 336 была изложена в новой редакции?
379,Какие изменения были внесены в статью 335 согласно старой редакции?
380,Какое наказание предусмотрено для физических лиц за несоблюдение требований по охране атмосферного воздуха?
380,Какой штраф установлен для должностных лиц за нарушения в сфере охраны воздуха и пожарной безопасности?
380,"Сколько составляет штраф для субъектов малого предпринимательства, нарушающих правила складирования и сжигания отходов?"
380,Какова сумма штрафа для субъектов среднего предпринимательства за несоблюдение экологических требований?
380,Каковы размеры штрафов для крупных предприятий за нарушение охраны атмосферного воздуха и пожарной безопасности?
381,Каковы размеры штрафов за уничтожение или незаконное снятие плодородного слоя почвы для физических лиц?
381,Что влечет загрязнение земли агрохимикатами и пестицидами без причинения вреда здоровью человека?
381,"Какой штраф предусмотрен за загрязнение земли опасными химическими веществами, которое не повлекло экологического ущерба?"
381,"Какой размер штрафа применяется к субъектам среднего предпринимательства за порчу земли опасными химическими веществами, если это не является уголовно наказуемым деянием?"
381,"Как изменились размеры штрафов в соответствии с изменениями законов, вступившими в силу 1 июля 2021 года?"
382,Каковы последствия за нерациональное использование земель сельскохозяйственного назначения?
382,Какой штраф может быть наложен на физических лиц за неиспользование сельскохозяйственных земель?
382,Каковы размеры штрафов для субъектов малого предпринимательства при нарушении закона о земельных ресурсах?
382,Какой штраф предусмотрен для крупных предприятий за нерациональное использование земель?
382,Что подразумевается под нерациональным использованием земель сельскохозяйственного назначения в статье 338?
383,Какие изменения были внесены в статью 339 в соответствии с Законом РК от 03.01.23 г.?
383,Что влечет невыполнение обязанностей собственниками земельных участков по использованию земель?
383,Какой размер штрафа предусмотрен для физических лиц за неуведомление об отчуждении права землепользования?
383,Что произойдет при повторном нарушении обязанностей в течение года после административного взыскания?
383,Какова ответственность за использование земель не по целевому назначению?
384,Каковы последствия невыполнения обязанностей по приведению временно занимаемых земель в пригодное состояние?
384,Какой штраф предусмотрен для физических лиц за невыполнение обязательств по земельным участкам?
384,Какой размер штрафа установлен для субъектов малого предпринимательства в случае нарушения статьи 340?
384,"Какой штраф назначается крупным предпринимателям за невыполнение обязанностей по приведению земель в состояние, пригодное для использования?"
384,Что подразумевается под статьей 340 в контексте временно занимаемых земель?
385,Какое наказание предусмотрено за сокрытие информации о земельных участках для жилищного строительства?
385,Кто несет ответственность за искажение информации о земельных участках под индивидуальное жилое строительство?
385,Какова сумма штрафа для должностных лиц местных исполнительных органов за необоснованный отказ в выделении земельных участков?
385,"Что включает в себя специальный земельный фонд, упоминаемый в статье 341?"
385,Каковы последствия сокрытия информации о наличии земельных участков для строительства?
386,Что подразумевается под умышленным искажением сведений государственной регистрации земель?
386,Какой штраф применяется к должностным лицам за искажение данных учета и оценки земель?
386,"С какого времени вступила в силу статья 342-1, дополненная к закону?"
386,Какие изменения были внесены в статью 342 в соответствии с Законом РК от 30.12.19 г.?
386,Какова сумма штрафа в месячных расчетных показателях за умышленное искажение сведений о земле?
387,"Каковы основные нарушения в области ведения государственного земельного кадастра, указанные в статье 342-1?"
387,"Каковы последствия для должностных лиц, совершающих нарушения в ведении государственного земельного кадастра?"
387,"Что включает в себя учет качества земель, согласно статье 342-1?"
387,"Как осуществляется государственная кадастровая оценка земель, и какие факторы она учитывает?"
387,Какие данные должны быть накоплены и обработаны в банке данных о земельных участках согласно статье 342-1?
388,Каковы последствия за нарушение законодательства в сфере геодезии и картографии в Казахстане?
388,Какие условия необходимо выполнить для осуществления геодезических работ согласно статье 343?
388,Какова сумма штрафа для субъектов крупного предпринимательства при первой правонарушении?
388,"Что произойдет, если нарушение законодательства в сфере геодезии будет совершено повторно в течение года?"
388,"Каковы требования к специалистам, которые должны быть в штате для выполнения геодезических работ?"
389,Каковы обязательные требования в области метеорологического мониторинга согласно статье 343-1?
389,Какой штраф предусмотрен для субъектов малого предпринимательства за непредоставление метеорологической информации?
389,Какие последствия ожидают субъектов крупного предпринимательства за повторное нарушение в течение трех лет?
389,Какой штраф назначается за предоставление заведомо недостоверной информации при включении в реестр производителей метеорологической информации?
389,С какого момента вступили в силу изменения в статью 344 согласно статье 343-1?
390,Каковы штрафные санкции за захоронение запрещенных видов отходов согласно статье 344?
